,Source,Target,Type,Id,Label,timeset,Weight,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,date,link,tweet,before/after,target,source
1480,Andpersonve,CorpoelecInform,Directed,1734,,,1,40781,1617,1617,2017-09-29,"('Andpersonve', 'CorpoelecInform')",".@corpoelecinform  @lmottad resuelvan falla del trigal centro.. ya vamos para 21 horas sin luz, hay niños, ancianos, la comida se pudre!!",,CorpoelecInform,Andpersonve
1481,Andpersonve,LMOTTAD,Directed,1735,,,1,40782,1618,1618,2017-09-29,"('Andpersonve', 'LMOTTAD')",".@corpoelecinform  @lmottad resuelvan falla del trigal centro.. ya vamos para 21 horas sin luz, hay niños, ancianos, la comida se pudre!!",,LMOTTAD,Andpersonve
1483,WandaSoler2,DHSgov,Directed,1740,,,1,40851,1687,1687,2017-09-29,"('WandaSoler2', 'DHSgov')",rt @fortalezapr: secretaria de @dhsgov indica que la situación ha sido manejada correctamente por el gobierno y que cuentan con la ayuda de…,,DHSgov,WandaSoler2
1484,Madresdeluto,VicMarquez,Directed,1741,,,1,40871,1707,1707,2017-09-29,"('Madresdeluto', 'VicMarquez')",rt @vicmarquez: vayan preparándose para ver a algunos candidatos a gobernadores cantando fraude como animas en pena...,,VicMarquez,Madresdeluto
1485,jatirado,MarMarolayo,Directed,1742,,,4,91449,5834,5828,2017-10-15,"('jatirado', 'MarMarolayo')",rt @5palabras5: ¿has leído el prólogo de eloy arenas @eloyarenas? ese mes ayudamos a @polibeadca @fpolibea @marmarolayo…,,MarMarolayo,jatirado
1486,conchitamou,TonyMojena2,Directed,1743,,,1,40955,1791,1791,2017-09-29,"('conchitamou', 'TonyMojena2')",rt @tonymojena2: hace falta urgentemente agua  y merienda para diabeticos en el refugio de la escuela celso gonzales en loiza! por favor si…,,TonyMojena2,conchitamou
1489,Andpersonve,AmeliachPSUV,Directed,1747,,,1,40996,1832,1832,2017-09-29,"('Andpersonve', 'AmeliachPSUV')",sin luz todavía trigal centro calle zuloaga 1/2 cuadra de la casa del gobernador @ameliachpsuv nic 1565728 el problema es recurrente.....,,AmeliachPSUV,Andpersonve
1490,acxis,NewsExpresColor,Directed,1748,,,1,41026,1862,1862,2017-09-29,"('acxis', 'NewsExpresColor')","rt @newsexprescolor: el gallo ismael garcia recorriendo aragua !!!! 
https://t.co/h2d38w1a9j @ismaelprogreso @ramonrengifo @tablanteoficial…",,NewsExpresColor,acxis
1491,acxis,RamonRengifo,Directed,1749,,,1,41028,1864,1864,2017-09-29,"('acxis', 'RamonRengifo')","rt @newsexprescolor: el gallo ismael garcia recorriendo aragua !!!! 
https://t.co/h2d38w1a9j @ismaelprogreso @ramonrengifo @tablanteoficial…",,RamonRengifo,acxis
1492,acxis,TablanteOficial,Directed,1750,,,1,41029,1865,1865,2017-09-29,"('acxis', 'TablanteOficial')","rt @newsexprescolor: el gallo ismael garcia recorriendo aragua !!!! 
https://t.co/h2d38w1a9j @ismaelprogreso @ramonrengifo @tablanteoficial…",,TablanteOficial,acxis
1495,lpalaciosfeltes,CHAYANNEENUSA,Directed,1753,,,1,41083,1919,1919,2017-09-29,"('lpalaciosfeltes', 'CHAYANNEENUSA')",rt @chayanneenusa: @chayannemusic @cruzrojadepr #puertorico necesita de la ayuda de todos. bendiciones a quienes como #chayanne y la…,,CHAYANNEENUSA,lpalaciosfeltes
1496,lpalaciosfeltes,CHAYANNEMUSIC,Directed,1754,,,5,62728,1072,1072,2017-10-07,"('lpalaciosfeltes', 'CHAYANNEMUSIC')","rt @chayannemusic: #repost estamosuni2mx
・・・
maneras de ayudar hay muchas. elige la que tú quieras. la que salga de… https://t.co/xgolgfarok",,CHAYANNEMUSIC,lpalaciosfeltes
1497,lpalaciosfeltes,CruzRojadePR,Directed,1755,,,1,41085,1921,1921,2017-09-29,"('lpalaciosfeltes', 'CruzRojadePR')",rt @chayanneenusa: @chayannemusic @cruzrojadepr #puertorico necesita de la ayuda de todos. bendiciones a quienes como #chayanne y la…,,CruzRojadePR,lpalaciosfeltes
1498,malvapica,silemaM,Directed,1756,,,1,41227,2063,2063,2017-09-29,"('malvapica', 'silemaM')","rt @malvapica: @silemam #sanmiguel al salir protégeme con tu escudo de luz azul,q tu espada este al frente,a la derech,a la izquier http://…",,silemaM,malvapica
1499,JdsgVEF16,juymar,Directed,1757,,,1,41233,2069,2069,2017-09-29,"('JdsgVEF16', 'juymar')","rt @juymar: bueno amigos vamos a ayudar a danielita necesita ser operada. colega de @caraotadigital 
estamos para tender la mano https://t.…",,juymar,JdsgVEF16
1501,Letychay,CruzRoja_MX,Directed,1759,,,2,71863,1696,1696,2017-10-10,"('Letychay', 'CruzRoja_MX')",rt @cruzroja_mx: #sismos / visitamos la sierra mixe-zapoteca en #oaxaca para entregar ayuda humanitaria y agua embotellada.…,,CruzRoja_MX,Letychay
1502,santosrosarios2,gilgamesh1v,Directed,1760,,,1,41253,2089,2089,2017-09-29,"('santosrosarios2', 'gilgamesh1v')","rt @gilgamesh1v: paraguay y argentina hicieron un llamado conjunto para ""la restauración democrática"" en venezuela https://t.co/ad6chcpgel…",,gilgamesh1v,santosrosarios2
1503,fullerpro40,noticierovv,Directed,1761,,,1,41261,2097,2097,2017-09-29,"('fullerpro40', 'noticierovv')","rt @noticierovv: #internacional #29sep paraguay y argentina rechazaron la denominada ""persecución política en venezuela""…",,noticierovv,fullerpro40
1504,fullerpro40,ElBilluyo,Directed,1762,,,1,41324,2160,2160,2017-09-29,"('fullerpro40', 'ElBilluyo')",rt @elbilluyo: comité del congreso de eeuu aprueba asistencia humanitaria para venezuela https://t.co/eki6zlui6v,,ElBilluyo,fullerpro40
1505,Univision23,VILMATARAZONA,Directed,1763,,,1,41380,2216,2216,2017-09-29,"('Univision23', 'VILMATARAZONA')","rt @vilmatarazona: con lágrimas en los ojos, el chef español josé andrés reparte comida entre los puertorriqueños https://t.co/q1wnlvyj1e v…",,VILMATARAZONA,Univision23
1506,gabrielpelaeza,cristianrivasd,Directed,1764,,,1,41452,2288,2288,2017-09-29,"('gabrielpelaeza', 'cristianrivasd')","rt @cristianrivasd: así son las carceles don ñoño. como senador hubiera podido ayudar a mejorar estos sitios, pero prefirió dedicarse a…",,cristianrivasd,gabrielpelaeza
1507,UbbaDental,jayfonsecapr,Directed,1765,,,1,41582,2418,2418,2017-09-29,"('UbbaDental', 'jayfonsecapr')",rt @jayfonsecapr: tesla llega a puerto rico - están ayudando a los esfuerzos de dar energía solar. facebook envió gente de su... https://t.…,,jayfonsecapr,UbbaDental
1508,LimonActivo,guadalupesanzs2,Directed,1766,,,1,41622,2458,2458,2017-09-29,"('LimonActivo', 'guadalupesanzs2')",rt @guadalupesanzs2: @artemisa9674 @limonactivo obra se presupuesta en octubre y en marzo aprobaron 60 mil toneladas de asfalto...lluvias d…,,guadalupesanzs2,LimonActivo
1509,LimonActivo,artemisa9674,Directed,1767,,,2,73540,587,585,2017-10-11,"('LimonActivo', 'artemisa9674')","rt @artemisa9674: @corpoelecprensa @limonactivo q paso con la luz de la av.universidad cll canaima sector arias blanco, el limon mpio…",,artemisa9674,LimonActivo
1510,ELLMGR80,_Noel_Pereira2,Directed,1768,,,1,41650,2486,2486,2017-09-29,"('ELLMGR80', '_Noel_Pereira2')","rt @_noel_pereira2: la advertencia de un ex comandante de la otan sobre venezuela: ""es hora de prepararse para una guerra civil"" https://t.…",,_Noel_Pereira2,ELLMGR80
1511,Intrepido221BX,gabrieladelmarp,Directed,1769,,,1,41674,2510,2510,2017-09-29,"('Intrepido221BX', 'gabrieladelmarp')",rt @gabrieladelmarp: y de esa batalla lo más doloroso es no poder tenderle la mano a quienes piden ayuda.,,gabrieladelmarp,Intrepido221BX
1512,maricelita01,PPedroJose,Directed,1770,,,1,41700,2536,2536,2017-09-29,"('maricelita01', 'PPedroJose')","rt @ppedrojose: señor, sana con tu mano poderosa a todos aquellos que están enfermos y necesitan de tu ayuda, que sientan tu sanación",,PPedroJose,maricelita01
1513,DolmaPr,CNNEPrensa,Directed,1771,,,1,41723,2559,2559,2017-09-29,"('DolmaPr', 'CNNEPrensa')",rt @cnneprensa: el #huracánmaría deja al pueblo puertorriqueño en busca de agua e intensifica el calor ¿su impacto en la salud? @drazaretcn…,,CNNEPrensa,DolmaPr
1514,DolmaPr,drazaretCN,Directed,1772,,,1,41724,2560,2560,2017-09-29,"('DolmaPr', 'drazaretCN')",rt @cnneprensa: el #huracánmaría deja al pueblo puertorriqueño en busca de agua e intensifica el calor ¿su impacto en la salud? @drazaretcn…,,drazaretCN,DolmaPr
1515,yolyhabanera,ngotranslations,Directed,1773,,,1,41731,2567,2567,2017-09-29,"('yolyhabanera', 'ngotranslations')",rt @yolyhabanera: @ngotranslations @kicolegon @observacuba todos los alimentos están en precios altos la fertil tierra q tiene cuba e…,,ngotranslations,yolyhabanera
1516,yolyhabanera,kicolegon,Directed,1774,,,1,41732,2568,2568,2017-09-29,"('yolyhabanera', 'kicolegon')",rt @yolyhabanera: @ngotranslations @kicolegon @observacuba todos los alimentos están en precios altos la fertil tierra q tiene cuba e…,,kicolegon,yolyhabanera
1517,AnalizMateo,michaelayalapr,Directed,1776,,,1,41735,2571,2571,2017-09-29,"('AnalizMateo', 'michaelayalapr')",rt @michaelayalapr: ahora @jenniffer2012 @ricardorossello y secretaria duke @dhsgov atendiendo medios en lmm ¡anuncia mas ayuda! https://t.…,,michaelayalapr,AnalizMateo
1519,AnalizMateo,DHSgov,Directed,1779,,,1,41738,2574,2574,2017-09-29,"('AnalizMateo', 'DHSgov')",rt @michaelayalapr: ahora @jenniffer2012 @ricardorossello y secretaria duke @dhsgov atendiendo medios en lmm ¡anuncia mas ayuda! https://t.…,,DHSgov,AnalizMateo
1520,UniNoticias,chefjoseandres,Directed,1781,,,1,41941,2777,2777,2017-09-29,"('UniNoticias', 'chefjoseandres')","🎥  |  con lágrimas en los ojos, el famoso @chefjoseandres reparte comida entre los puertorriqueños… https://t.co/sa8boo7eig",,chefjoseandres,UniNoticias
1521,AnalizMateo,Metro_PR,Directed,1782,,,2,45927,1506,1506,2017-10-01,"('AnalizMateo', 'Metro_PR')","rt @metro_pr: combustible, agua y comunicación son las necesidades en hogares de ancianos ==&gt; https://t.co/yu6l2c4rbb https://t.co/mkyqml1h…",,Metro_PR,AnalizMateo
1522,AnalizMateo,DAVILACOLON,Directed,1783,,,2,69821,2446,2446,2017-10-09,"('AnalizMateo', 'DAVILACOLON')",rt @davilacolon: no limpia ni recoge escombros desde irma 🌀y las lluvias de ayer ⛈🌧⛈le llenan el cuarto de agua 🌊🌊a yulinplina ✊🏽en sj.,,DAVILACOLON,AnalizMateo
1523,WandaSoler2,HaroldKleimann,Directed,1784,,,1,42042,59,59,2017-09-30,"('WandaSoler2', 'HaroldKleimann')",rt @haroldkleimann: ya hice mi #donacion ayuda a #puertoricoselevanta @beatrizrossello con lo que usted pueda haz tu donacion #rt aqui…,,HaroldKleimann,WandaSoler2
1524,WandaSoler2,BeatrizRossello,Directed,1785,,,4,60622,1703,1703,2017-10-06,"('WandaSoler2', 'BeatrizRossello')",rt @beatrizrossello: preparando la ayuda de artículos de primera necesidad que salen hacia maunabo desde nuestro centro de acopio…,,BeatrizRossello,WandaSoler2
1525,SilviaP67586661,CNNEE,Directed,1786,,,1,42045,62,62,2017-09-30,"('SilviaP67586661', 'CNNEE')","rt @cnnee: puertorriqueños hacen largas filas en los bancos para obtener dinero para comprar agua, combustible y comida. vía:…",,CNNEE,SilviaP67586661
1526,AnalizMateo,FelixDelgadoPR,Directed,1787,,,1,42072,89,89,2017-09-30,"('AnalizMateo', 'FelixDelgadoPR')","rt @felixdelgadopr: rebeca molina, dueña de rebecca salón en cataño, sirvió comida caliente para residentes de puente blanco. gracias s…",,FelixDelgadoPR,AnalizMateo
1527,fullerpro40,noticias24,Directed,1788,,,1,42160,177,177,2017-09-30,"('fullerpro40', 'noticias24')",rt @noticias24: goyo reyna le rindió tributo a “la coromoto” y se prepara para navidad - https://t.co/mcpi0hcm11 https://t.co/f9lea9mztj,,noticias24,fullerpro40
1528,fietojr,TelenoticiasPR,Directed,1789,,,1,42251,268,268,2017-09-30,"('fietojr', 'TelenoticiasPR')","rt @telenoticiaspr: daddy yankee lleva ayuda a toa baja | ""hay abastecimientos allá afuera, pero nadie está metiendo mano"", dijo -…",,TelenoticiasPR,fietojr
1529,matuzalem,abrecadaver,Directed,1790,,,1,42270,287,287,2017-09-30,"('matuzalem', 'abrecadaver')","@abrecadaver @coralfigcon volvió el puerto rico de antes, niños bebiendo agua sucia, toques de queda, gente muriend… https://t.co/bxxld8pjjo",,abrecadaver,matuzalem
1530,matuzalem,coralfigcon,Directed,1791,,,1,42271,288,288,2017-09-30,"('matuzalem', 'coralfigcon')","@abrecadaver @coralfigcon volvió el puerto rico de antes, niños bebiendo agua sucia, toques de queda, gente muriend… https://t.co/bxxld8pjjo",,coralfigcon,matuzalem
1531,Informativo63,araguaney45,Directed,1794,,,1,42285,302,302,2017-09-30,"('Informativo63', 'araguaney45')","rt @maracayactiva: via @araguaney45:  ya no se aguanta el escándalo, música, licor, riñas, droga en calle los capuchinos el limón dsd anoch…",,araguaney45,Informativo63
1532,matuzalem,Vlade00725,Directed,1796,,,2,43442,1459,1459,2017-09-30,"('matuzalem', 'Vlade00725')",rt @vlade00725: @mrtonitas y podía llegarle. los demás países que ofrecieron ayuda se la negaron. solo nos pueden ayudar los americ…,,Vlade00725,matuzalem
1533,sierradedorado7,lm_921,Directed,1797,,,1,42399,416,416,2017-09-30,"('sierradedorado7', 'lm_921')",rt @lm_921: y lo hacemos está que está aquí se levanta a las 5am y está ayudando a la comunidad pero el gobierno local miente y…,,lm_921,sierradedorado7
1534,sierradedorado7,VilYampier,Directed,1798,,,1,42401,418,418,2017-09-30,"('sierradedorado7', 'VilYampier')",@vilyampier en algo ayuda si visita no?,,VilYampier,sierradedorado7
1535,AnalizMateo,JaveColon,Directed,1799,,,1,42465,482,482,2017-09-30,"('AnalizMateo', 'JaveColon')","rt @javecolon: zonas del sur tienen 72% de clientes con agua potable, pero en el oeste se ubica en 20%, dice gobernador. @elnuevodia @prime…",,JaveColon,AnalizMateo
1536,AnalizMateo,ElNuevoDia,Directed,1800,,,4,75307,2354,2352,2017-10-11,"('AnalizMateo', 'ElNuevoDia')",rt @joseadelgadoend: supermercados continúan desabastecidos tres semanas después de maría @elnuevodia https://t.co/lovd7vj8bg,,ElNuevoDia,AnalizMateo
1537,AnalizMateo,prime,Directed,1801,,,1,42467,484,484,2017-09-30,"('AnalizMateo', 'prime')","rt @javecolon: zonas del sur tienen 72% de clientes con agua potable, pero en el oeste se ubica en 20%, dice gobernador. @elnuevodia @prime…",,prime,AnalizMateo
1538,DolmaPr,AFPespanol,Directed,1803,,,1,42655,672,672,2017-09-30,"('DolmaPr', 'AFPespanol')","rt @afpespanol: trump endurece el tono ante los críticos de la gestión de la ayuda a puerto rico #afp 
https://t.co/x7romnjruh https://t.co…",,AFPespanol,DolmaPr
1539,JannyMir,yashiragomez30,Directed,1804,,,1,42698,715,715,2017-09-30,"('JannyMir', 'yashiragomez30')",@yashiragomez30 tienes alguna info de allá para enviar ayuda??,,yashiragomez30,JannyMir
1540,JannyMir,armandovaldes,Directed,1805,,,2,42809,826,826,2017-09-30,"('JannyMir', 'armandovaldes')",rt @jannymir: ayuda para el albergue de niños de puerto rico!! @walohd @hjtorrespr @armandovaldes @jayfonsecapr @riverasaniel https://t.co/…,,armandovaldes,JannyMir
1541,JannyMir,MillyMendezpr,Directed,1806,,,1,42700,717,717,2017-09-30,"('JannyMir', 'MillyMendezpr')",@armandovaldes @millymendezpr ayuda please! gracias!! https://t.co/ghzhosxnrk,,MillyMendezpr,JannyMir
1542,pesjus,afirmacionesPNL,Directed,1807,,,1,42704,721,721,2017-09-30,"('pesjus', 'afirmacionesPNL')","rt @afirmacionespnl: bendigo la luz de los principios,valores y dignidad en el corazón de cada venezolano,cierro todo ciclo de oscuridad, h…",,afirmacionesPNL,pesjus
1543,JannyMir,WaloHD,Directed,1808,,,1,42807,824,824,2017-09-30,"('JannyMir', 'WaloHD')",rt @jannymir: ayuda para el albergue de niños de puerto rico!! @walohd @hjtorrespr @armandovaldes @jayfonsecapr @riverasaniel https://t.co/…,,WaloHD,JannyMir
1544,JannyMir,Hjtorrespr,Directed,1809,,,1,42808,825,825,2017-09-30,"('JannyMir', 'Hjtorrespr')",rt @jannymir: ayuda para el albergue de niños de puerto rico!! @walohd @hjtorrespr @armandovaldes @jayfonsecapr @riverasaniel https://t.co/…,,Hjtorrespr,JannyMir
1545,JannyMir,jayfonsecapr,Directed,1811,,,1,42810,827,827,2017-09-30,"('JannyMir', 'jayfonsecapr')",rt @jannymir: ayuda para el albergue de niños de puerto rico!! @walohd @hjtorrespr @armandovaldes @jayfonsecapr @riverasaniel https://t.co/…,,jayfonsecapr,JannyMir
1546,JannyMir,riverasaniel,Directed,1812,,,1,42811,828,828,2017-09-30,"('JannyMir', 'riverasaniel')",rt @jannymir: ayuda para el albergue de niños de puerto rico!! @walohd @hjtorrespr @armandovaldes @jayfonsecapr @riverasaniel https://t.co/…,,riverasaniel,JannyMir
1547,BoqueronChiri,ACAN_EFE,Directed,1813,,,1,42820,837,837,2017-09-30,"('BoqueronChiri', 'ACAN_EFE')",rt @acan_efe: panamá inicia envío de ayuda humanitaria a puerto rico tras paso de huracanes  https://t.co/vnwbg8eg9x vía @wradiocolombia,,ACAN_EFE,BoqueronChiri
1548,BoqueronChiri,WRadioColombia,Directed,1814,,,1,42821,838,838,2017-09-30,"('BoqueronChiri', 'WRadioColombia')",rt @acan_efe: panamá inicia envío de ayuda humanitaria a puerto rico tras paso de huracanes  https://t.co/vnwbg8eg9x vía @wradiocolombia,,WRadioColombia,BoqueronChiri
1549,gabrielpelaeza,TuPeriodista,Directed,1815,,,1,42901,918,918,2017-09-30,"('gabrielpelaeza', 'TuPeriodista')","rt @tuperiodista: llega #daddyyankee al bancode alimentos de #puertorico tras #huracanmaria. ""solo nos tenemos a nostros. no esperen…",,TuPeriodista,gabrielpelaeza
1550,floralba1965,4fchavez2021A,Directed,1816,,,1,42903,920,920,2017-09-30,"('floralba1965', '4fchavez2021A')","rt @4fchavez2021a: #chavezlluviadepueblo
gracias a dios por poner en nuestro camino a chavez una vez más afirmó que #amorconamorsepaga 
htt…",,4fchavez2021A,floralba1965
1551,JannyMir,MariolaPR,Directed,1818,,,2,79492,598,598,2017-10-13,"('JannyMir', 'MariolaPR')","rt @mariolapr: rep. maxine waters dijo y cuestionó más que el gobernador y la comisionado residente de puerto rico.
#sospuertorico
https://…",,MariolaPR,JannyMir
1553,WandaSoler2,DAVILACOLON,Directed,1822,,,4,70595,428,428,2017-10-10,"('WandaSoler2', 'DAVILACOLON')",rt @davilacolon: dupleta imodium pa yulin: fbi le investiga 🕵️🕵️regateo y traqueteo politico con suministros de ayuda ⛑y su porqueriza de b…,,DAVILACOLON,WandaSoler2
1554,thepowerofmeow,TomPerez,Directed,1823,,,1,42988,1005,1005,2017-09-30,"('thepowerofmeow', 'TomPerez')","rt @tomperez: vamos a unirnos en solidaridad como los estados unidos para ayudar a puerto rico. estamos contigo.
https://t.co/gi3qur05t8",,TomPerez,thepowerofmeow
1555,C12Mag,IronLotus138,Directed,1824,,,1,42990,1007,1007,2017-09-30,"('C12Mag', 'IronLotus138')",rt @ironlotus138: por esta torre de gomas del auto zone de levittown se trepaba la gente al techo de la tienda para subir de la inund…,,IronLotus138,C12Mag
1556,perezperez1973,TelemundoPR,Directed,1825,,,1,43061,1078,1078,2017-09-30,"('perezperez1973', 'TelemundoPR')",rt @telemundopr: golpe de agua se lleva a su esposo en arecibo- https://t.co/bxtyhzl1gj https://t.co/9vlh4sufqe,,TelemundoPR,perezperez1973
1557,Wamaid,riverasaniel,Directed,1826,,,1,43078,1095,1095,2017-09-30,"('Wamaid', 'riverasaniel')",rt @riverasaniel: exacto.gente ayudando a otros. lo veo todos los días.supongo que @realdonaldtrump necesita un buen reality check y…,,riverasaniel,Wamaid
1558,Wamaid,realDonaldTrump,Directed,1827,,,1,43079,1096,1096,2017-09-30,"('Wamaid', 'realDonaldTrump')",rt @riverasaniel: exacto.gente ayudando a otros. lo veo todos los días.supongo que @realdonaldtrump necesita un buen reality check y…,,realDonaldTrump,Wamaid
1559,yndira_moreno,Klasifica2,Directed,1828,,,1,43081,1098,1098,2017-09-30,"('yndira_moreno', 'Klasifica2')","rt @klasifica2: #k2mx ayuda por favor #repost @ivanislas
・・・
#ayuda #urgente #help #19s #verificado19s #topos… https://t.co/0me56gzxkx",,Klasifica2,yndira_moreno
1560,yndira_moreno,ivanislas,Directed,1829,,,1,43082,1099,1099,2017-09-30,"('yndira_moreno', 'ivanislas')","rt @klasifica2: #k2mx ayuda por favor #repost @ivanislas
・・・
#ayuda #urgente #help #19s #verificado19s #topos… https://t.co/0me56gzxkx",,ivanislas,yndira_moreno
1561,datos48,NaGuara1985,Directed,1830,,,1,43097,1114,1114,2017-09-30,"('datos48', 'NaGuara1985')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,NaGuara1985,datos48
1562,datos48,Jhonatanperezg,Directed,1831,,,1,43098,1115,1115,2017-09-30,"('datos48', 'Jhonatanperezg')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,Jhonatanperezg,datos48
1563,datos48,ErikaOSanoja,Directed,1832,,,1,43099,1116,1116,2017-09-30,"('datos48', 'ErikaOSanoja')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,ErikaOSanoja,datos48
1564,datos48,joCalejandro,Directed,1833,,,1,43100,1117,1117,2017-09-30,"('datos48', 'joCalejandro')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,joCalejandro,datos48
1565,datos48,anarosaocando,Directed,1834,,,1,43101,1118,1118,2017-09-30,"('datos48', 'anarosaocando')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,anarosaocando,datos48
1566,datos48,frasso107,Directed,1835,,,1,43102,1119,1119,2017-09-30,"('datos48', 'frasso107')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,frasso107,datos48
1567,datos48,EncendidosVTV,Directed,1836,,,1,43103,1120,1120,2017-09-30,"('datos48', 'EncendidosVTV')",rt @naguara1985: huele a azufre en esa foto @jhonatanperezg @erikaosanoja @jocalejandro @anarosaocando @frasso107 @encendidosvtv https://t.…,,EncendidosVTV,datos48
1568,C12Mag,YanieYampier,Directed,1837,,,1,43121,1138,1138,2017-09-30,"('C12Mag', 'YanieYampier')","rt @yanieyampier: no, algunos independentistas hemos estado jodiendonos buscando comida, agua etc para q el líder tuyo la reparta al…",,YanieYampier,C12Mag
1569,JosePerez9098,primerahora,Directed,1838,,,1,43171,1188,1188,2017-09-30,"('JosePerez9098', 'primerahora')",rt @primerahora: vídeo: largas filas en los supermercados #huracánmaria https://t.co/0spkq91les https://t.co/apna15ahaz,,primerahora,JosePerez9098
1570,fullerpro40,AndresPastrana_,Directed,1839,,,1,43236,1253,1253,2017-09-30,"('fullerpro40', 'AndresPastrana_')",rt @anamercedesdiaz: rebeca lea a @andrespastrana_  y ojala entienda de política . https://t.co/nr1qofufrb,,AndresPastrana_,fullerpro40
1571,ignaciojoel,emedemujerusa,Directed,1840,,,1,43297,1314,1314,2017-09-30,"('ignaciojoel', 'emedemujerusa')",rt @elnacionalweb: aprende a preparar cachapas de plátano 😍 https://t.co/da5wf2juev  https://t.co/ngsykpsasm (vía @emedemujerusa) &lt;,,emedemujerusa,ignaciojoel
1572,RamonFebus,DannaRijos,Directed,1841,,,1,43308,1325,1325,2017-09-30,"('RamonFebus', 'DannaRijos')",rt @dannarijos: dos hermosas palabras: tengo luz.,,DannaRijos,RamonFebus
1573,matuzalem,solojoe,Directed,1842,,,1,43397,1414,1414,2017-09-30,"('matuzalem', 'solojoe')","rt @solojoe: me da pena con san juan, muchas áreas abandonadas pero @carmenyulincruz como aspira para la gobernación quiere ""ayudar"" a otro…",,solojoe,matuzalem
1574,matuzalem,CarmenYulinCruz,Directed,1843,,,1,43398,1415,1415,2017-09-30,"('matuzalem', 'CarmenYulinCruz')","rt @solojoe: me da pena con san juan, muchas áreas abandonadas pero @carmenyulincruz como aspira para la gobernación quiere ""ayudar"" a otro…",,CarmenYulinCruz,matuzalem
1575,matuzalem,MrTonitas,Directed,1845,,,1,43443,1460,1460,2017-09-30,"('matuzalem', 'MrTonitas')",rt @vlade00725: @mrtonitas y podía llegarle. los demás países que ofrecieron ayuda se la negaron. solo nos pueden ayudar los americ…,,MrTonitas,matuzalem
1576,Intrepido221BX,Ejercitandote,Directed,1846,,,1,43489,1506,1506,2017-09-30,"('Intrepido221BX', 'Ejercitandote')","rt @ejercitandote: el ejercicio reduce el estres, la ansiedad y ayuda a tratar la depresion",,Ejercitandote,Intrepido221BX
1577,thepowerofmeow,Alopez39,Directed,1847,,,1,43506,1523,1523,2017-09-30,"('thepowerofmeow', 'Alopez39')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,Alopez39,thepowerofmeow
1578,thepowerofmeow,TrujilloAltoPR,Directed,1848,,,1,43507,1524,1524,2017-09-30,"('thepowerofmeow', 'TrujilloAltoPR')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,TrujilloAltoPR,thepowerofmeow
1579,thepowerofmeow,j,Directed,1849,,,1,43508,1525,1525,2017-09-30,"('thepowerofmeow', 'j')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,j,thepowerofmeow
1581,AlbertJerriel,belardoPR,Directed,1851,,,1,43793,1810,1810,2017-09-30,"('AlbertJerriel', 'belardoPR')","rt @belardopr: no hay trabajo, sin trabajo no hay dinero y sin dinero no hay comida ni agua. no juzgues condiciones que no has viv…",,belardoPR,AlbertJerriel
1582,monysalas13,ValenciaLuzYa,Directed,1852,,,1,43827,1844,1844,2017-09-30,"('monysalas13', 'ValenciaLuzYa')",rt @valencialuzya: @titorodriguezz @hcapriles @hdpy0 @yosoyjustin_ @afeolacruz @solechesoluma @elpolitwico @templarioresist @yosefmel…,,ValenciaLuzYa,monysalas13
1583,monysalas13,HDPY0,Directed,1853,,,1,43830,1847,1847,2017-09-30,"('monysalas13', 'HDPY0')",rt @valencialuzya: @titorodriguezz @hcapriles @hdpy0 @yosoyjustin_ @afeolacruz @solechesoluma @elpolitwico @templarioresist @yosefmel…,,HDPY0,monysalas13
1584,monysalas13,solechesoluma,Directed,1854,,,1,43833,1850,1850,2017-09-30,"('monysalas13', 'solechesoluma')",rt @valencialuzya: @titorodriguezz @hcapriles @hdpy0 @yosoyjustin_ @afeolacruz @solechesoluma @elpolitwico @templarioresist @yosefmel…,,solechesoluma,monysalas13
1585,monysalas13,YosefMel,Directed,1855,,,1,43836,1853,1853,2017-09-30,"('monysalas13', 'YosefMel')",rt @valencialuzya: @titorodriguezz @hcapriles @hdpy0 @yosoyjustin_ @afeolacruz @solechesoluma @elpolitwico @templarioresist @yosefmel…,,YosefMel,monysalas13
